username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
SENIAT_LLANOS;2017-05-26 09:00;209;17;"No hay ataque que nos detenga en el cumplimiento de nuestras funciones como Servidores Publicos. #ELSENIATNoSeDetiene #ConstituyenteVA pic.twitter.com/YlQwEBOPcW";;;#ELSENIATNoSeDetiene #ConstituyenteVA;"868089517143732224";https://twitter.com/SENIAT_LLANOS/status/868089517143732224
espacioszamora;2017-05-26 09:00;0;0;"También me robaron el celular como para cuando me lo regalan? Ah! Era un iPhone 7 pa que sepan #ConstituyenteVA pic.twitter.com/gFFgB11tCq";;;#ConstituyenteVA;"868089452459175936";https://twitter.com/espacioszamora/status/868089452459175936
DESIREEMORILLO2;2017-05-26 08:58;0;0;"#JuventudAnaco acompañando al cámara dcabellor #ConstituyenteVa https://www. instagram.com/p/BUjm9W8g0WW/";;;#JuventudAnaco #ConstituyenteVa;"868088831895117824";https://twitter.com/DESIREEMORILLO2/status/868088831895117824
Ruth_JPSUV;2017-05-26 08:55;1;0;"#26May Vía @lauraalarconv Impulsando el nuevo modelo económico productivo socialista con el Pueblo y para el Pueblo! #ConstituyenteVA pic.twitter.com/6svqphYJ1A";;@lauraalarconv;#26May #ConstituyenteVA;"868088229920202752";https://twitter.com/Ruth_JPSUV/status/868088229920202752
ONCOP_MF_VZLA;2017-05-26 08:55;0;0;"#LaPazExigeDialogo Una de las Claves de este proceso #Constituyente es Garantizar la Paz del Pueblo. #ConstituyenteVA https:// twitter.com/ONCOP_MF_VZLA/ status/867103256547389446 …";;;#LaPazExigeDialogo #Constituyente #ConstituyenteVA;"868088116887900160";https://twitter.com/ONCOP_MF_VZLA/status/868088116887900160
AMITABEROS;2017-05-26 08:50;0;0;"@lortegadiaz @pr1mejusticia contra el terrorismo y control de las instituciones la #ConstituyenteVA !nos vemos!";;@lortegadiaz @pr1mejusticia;#ConstituyenteVA;"868087032794558464";https://twitter.com/AMITABEROS/status/868087032794558464
leonysradio;2017-05-26 08:49;0;0;"Guajiritasoy Mi TW más RT: #Cuba Presidente de #Venezuela insiste en dialogar con la oposición http://www. cubasi.cu/cubasi-noticia s-cuba-mundo-ultima-hora/item/64185-presidente-de-venezuela-insiste-en-dialogar-con-la-oposicion … … #ConstituyenteVA …";;;#Cuba #Venezuela #ConstituyenteVA;"868086760638754817";https://twitter.com/leonysradio/status/868086760638754817
veroventura20;2017-05-26 08:48;0;0;"@INCESFALCON en apoyo a la #ConstituyenteVA https:// twitter.com/INCESFALCON/st atus/868073950898769920 …";;@INCESFALCON;#ConstituyenteVA;"868086409378369536";https://twitter.com/veroventura20/status/868086409378369536
rlemus426;2017-05-26 08:43;0;0;"" @karinagomez084 : #ConstituyenteVa LuisaOrtegaDíaz sólo una mente adeca como la suya puede pensar q ese joven se… https:// twitter.com/i/web/status/8 67454255690649601 … "";;@karinagomez084;#ConstituyenteVa;"868085173103013888";https://twitter.com/rlemus426/status/868085173103013888
Guajiritasoy;2017-05-26 08:42;0;0;"Mi TW más RT: #Cuba Presidente de #Venezuela insiste en dialogar con la oposición http://www. cubasi.cu/cubasi-noticia s-cuba-mundo-ultima-hora/item/64185-presidente-de-venezuela-insiste-en-dialogar-con-la-oposicion … … #ConstituyenteVA";;;#Cuba #Venezuela #ConstituyenteVA;"868084877438193664";https://twitter.com/Guajiritasoy/status/868084877438193664
